,Velocity,Temperature
193,-260.734708157,0.0625
194,-259.704136188,0.0625
195,-258.673564219,0.09500122
196,-257.64299225,-0.025001526
197,-256.612420281,0.16000366
198,-255.581848312,-0.06499481
199,-254.55127634300004,-0.0049972534
200,-253.52070437400002,0.16500092
201,-252.490132405,0.035003662
202,-251.45956043600003,-0.052497864
203,-250.428988467,-0.16500092
204,-249.39841649800002,-0.017501831
205,-248.36784452900002,0.057502747
206,-247.33727256,0.09249878
207,-246.30670059100004,0.052497864
208,-245.27612862200002,-0.027496338
209,-244.245556653,-0.20749664
210,-243.21498468400003,-0.09749603
211,-242.184412715,0.19750214
212,-241.15384074600004,-0.04750061
213,-240.12326877700002,0.04750061
214,-239.092696808,-0.14499664
215,-238.06212483900003,0.19250488
216,-237.03155287,-0.07499695
217,-236.00098090100002,0.20249939
218,-234.97040893200003,-0.09500122
219,-233.939836963,-0.04499817
220,-232.90926499400004,-0.09749603
221,-231.87869302500002,0.08250427
222,-230.848121056,-0.10499573
223,-229.81754908700003,0.020004272
224,-228.786977118,-0.26000214
225,-227.75640514900002,-0.037498474
226,-226.72583318000002,-0.2524948
227,-225.695261211,0.11000061
228,-224.664689242,-0.025001526
229,-223.63411727300002,-0.03250122
230,-222.60354530400002,-0.012496948
231,-221.57297333500003,-0.010002136
232,-220.542401366,0.02999878
233,-219.511829397,0.09000397
234,-218.48125742800002,0.02999878
235,-217.45068545900003,0.055000305
236,-216.42011349,0.117500305
237,-215.389541521,0.055000305
238,-214.35896955200002,-0.20749664
239,-213.32839758300003,-0.037498474
240,-212.29782561400003,-0.069999695
241,-211.267253645,-0.1324997
242,-210.23668167600002,0.069999695
243,-209.20610970700002,0.027503967
244,-208.175537738,-0.1800003
245,-207.144965769,0.20000458
246,-206.11439380000002,-0.17250061
247,-205.083821831,0.15750122
248,-204.05324986200003,0.007499695
249,-203.022677893,0.007499695
250,-201.99210592400001,0.04750061
251,-200.96153395500002,0.19000244
252,-199.930961986,-0.15750122
253,-198.90039001700003,0.13000488
254,-197.869818048,-0.125
255,-196.839246079,0.037498474
256,-195.80867411000003,0.005004883
257,-194.778102141,-0.037498474
258,-193.74753017200004,0.09500122
259,-192.71695820300002,0.084999084
260,-191.686386234,-0.08000183
261,-190.65581426500003,-0.017501831
262,-189.625242296,-0.07749939
263,-188.59467032700002,0.07749939
264,-187.56409835800002,0.04499817
265,-186.533526389,0.040000916
266,-185.50295442000004,0.02999878
267,-184.47238245100002,0.3125
268,-183.441810482,0.055000305
269,-182.41123851300003,0.20750427
270,-181.380666544,0.14500427
271,-180.350094575,0.02999878
272,-179.31952260600002,-0.012496948
273,-178.288950637,-0.08249664
274,-177.258378668,0.125
275,-176.227806699,-0.055000305
276,-175.19723473000002,-0.034996033
277,-174.16666276100003,0.01499939
278,-173.136090792,0.16249847
279,-172.105518823,0.005004883
280,-171.07494685400002,-0.10749817
281,-170.04437488500002,-0.05999756
282,-169.013802916,0.03250122
283,-167.983230947,0.18250275
284,-166.95265897800002,0.035003662
285,-165.92208700900002,0.09750366
286,-164.89151504000003,-0.022499084
287,-163.860943071,0.07749939
288,-162.83037110200002,-0.125
289,-161.79979913300002,0.04499817
290,-160.769227164,0.037498474
291,-159.738655195,-0.057495117
292,-158.708083226,-0.10749817
293,-157.677511257,0.099998474
294,-156.64693928800003,-0.025001526
295,-155.616367319,-0.12749481
296,-154.58579535,0.052497864
297,-153.55522338100002,-0.20999908
298,-152.524651412,0.10749817
299,-151.49407944300003,0.15000153
300,-150.463507474,0.027503967
301,-149.432935505,0.084999084
302,-148.40236353600002,-0.0049972534
303,-147.371791567,0.087501526
304,-146.34121959800004,0.14500427
305,-145.31064762900002,0.09750366
306,-144.28007566,-0.01499939
307,-143.24950369100003,0.020004272
308,-142.218931722,-0.10749817
309,-141.188359753,-0.04499817
310,-140.15778778400002,-0.072502136
311,-139.127215815,-0.017501831
312,-138.09664384600003,0.08000183
313,-137.066071877,-0.057495117
314,-136.035499908,0.0625
315,-135.00492793900003,0.052497864
316,-133.97435597,0.117500305
317,-132.943784001,0.12000275
318,-131.91321203200002,-0.03250122
319,-130.88264006300003,-0.04499817
320,-129.852068094,-0.06499481
321,-128.821496125,0.117500305
322,-127.790924156,0.037498474
323,-126.76035218700001,-0.08999634
324,-125.72978021800002,-0.07499695
325,-124.69920824900001,-0.20249939
326,-123.66863628,-0.14250183
327,-122.63806431100001,-0.019996643
328,-121.60749234200001,-0.010002136
329,-120.57692037300002,-0.114997864
330,-119.546348404,-0.14250183
331,-118.515776435,-0.09500122
332,-117.48520446600001,-0.037498474
333,-116.45463249700002,-0.22750092
334,-115.424060528,0.04499817
335,-114.393488559,-0.010002136
336,-113.36291659000001,-0.1875
337,-112.332344621,-0.007499695
338,-111.30177265200001,0.07500458
339,-110.271200683,0.22499847
340,-109.24062871400001,0.1324997
341,-108.210056745,-0.017501831
342,-107.17948477600001,-0.019996643
343,-106.14891280700002,-0.16749573
344,-105.11834083800001,-0.087501526
345,-104.087768869,0.05000305
346,-103.05719690000001,-0.19249725
347,-102.02662493100001,-0.1949997
348,-100.99605296200001,-0.17250061
349,-99.965480993,-0.20500183
350,-98.934909024,-0.012496948
351,-97.90433705500001,0.052497864
352,-96.87376508600002,-0.069999695
353,-95.843193117,-0.15750122
354,-94.812621148,0.010002136
355,-93.78204917900001,0.09249878
356,-92.75147721000002,0.13500214
357,-91.720905241,0.1875
358,-90.690333272,-0.03250122
359,-89.65976130300001,0.04750061
360,-88.629189334,0.16999817
361,-87.59861736500001,0.06750488
362,-86.568045396,0.08250427
363,-85.53747342700001,0.06500244
364,-84.506901458,-0.087501526
365,-83.47632948900001,0.08000183
366,-82.44575752000002,0.06500244
367,-81.41518555100001,-0.01499939
368,-80.384613582,0.087501526
369,-79.354041613,0.33000183
370,-78.32346964400001,0.08250427
371,-77.292897675,-0.049995422
372,-76.262325706,-0.2649994
373,-75.231753737,0.14749908
374,-74.20118176800001,0.23249817
375,-73.17060979900002,0.19250488
376,-72.14003783,0.027503967
377,-71.109465861,0.16500092
378,-70.07889389200001,-0.12749481
379,-69.04832192300002,0.057502747
380,-68.017749954,0.17250061
381,-66.987177985,0.3675003
382,-65.95660601600001,-0.12749481
383,-64.926034047,-0.072502136
384,-63.895462078,-0.01499939
385,-62.86489010900001,0.23999786
386,-61.83431814,0.33000183
387,-60.80374617100001,0.32250214
388,-59.773174202,0.18500519
389,-58.74260223300001,0.25500488
390,-57.712030264,0.33250427
391,-56.681458295000006,0.35250092
392,-55.650886326000006,0.14500427
393,-54.620314357000005,0.54499817
394,-53.589742388000005,0.5149994
395,-52.559170419000004,0.3199997
396,-51.528598450000004,0.79250336
397,-50.498026481000004,1.1450043
398,-49.467454512,1.2174988
399,-48.43688254300001,1.3550034
400,-47.406310574,1.5924988
401,-46.37573860500001,2.1350021
402,-45.345166636,2.4375
403,-44.314594667,3.5250015
404,-43.284022698,4.2750015
405,-42.253450729,5.505005
406,-41.22287876000001,7.357502
407,-40.192306791,9.280003
408,-39.16173482200001,11.605
409,-38.131162853,14.817501
410,-37.100590884000006,19.2625
411,-36.070018915,24.322502
412,-35.039446946000005,29.787502
413,-34.008874977,34.955
414,-32.978303008000005,40.465
415,-31.947731039,44.6075
416,-30.91715907,47.5975
417,-29.886587101,49.6225
418,-28.856015132,51.6725
419,-27.825443163000003,53.307503
420,-26.794871194000002,53.6925
421,-25.764299225000002,54.3825
422,-24.733727256,54.335
423,-23.703155287,54.0125
424,-22.672583318,53.752502
425,-21.642011349,54.127502
426,-20.611439380000004,54.655
427,-19.580867411000003,55.1025
428,-18.550295442000003,54.7775
429,-17.519723473000003,53.309998
430,-16.489151504000002,51.23
431,-15.458579535,48.5075
432,-14.428007566,45.8725
433,-13.397435597000001,44.2075
434,-12.366863628,42.8925
435,-11.336291659,42.035
436,-10.305719690000002,41.7275
437,-9.275147721000002,41.3525
438,-8.244575752000001,41.395
439,-7.214003783,42.6625
440,-6.183431814,45.285
441,-5.152859845000001,49.645
442,-4.122287876000001,56.2075
443,-3.091715907,64.8125
444,-2.0611439380000003,75.36
445,-1.0305719690000001,81.655
446,0.0,82.275
447,1.0305719690000001,83.9375
448,2.0611439380000003,70.9475
449,3.091715907,52.545
450,4.122287876000001,55.7075
451,5.152859845000001,53.8525
452,6.183431814,48.0075
453,7.214003783,62.3075
454,8.244575752000001,79.5725
455,9.275147721000002,90.1625
456,10.305719690000002,93.755
457,11.336291659,93.505
458,12.366863628,94.24
459,13.397435597000001,94.5175
460,14.428007566,94.9
461,15.458579535,95.95
462,16.489151504000002,98.2825
463,17.519723473000003,98.3275
464,18.550295442000003,97.8325
465,19.580867411000003,96.5325
466,20.611439380000004,95.119995
467,21.642011349,94.1225
468,22.672583318,92.7975
469,23.703155287,91.435
470,24.733727256,90.4975
471,25.764299225000002,89.435
472,26.794871194000002,89.95
473,27.825443163000003,91.4475
474,28.856015132,91.667496
475,29.886587101,90.875
476,30.91715907,87.3225
477,31.947731039,85.3975
478,32.978303008000005,88.16
479,34.008874977,93.4825
480,35.039446946000005,96.744995
481,36.070018915,97.865
482,37.100590884000006,98.72
483,38.131162853,98.585
484,39.16173482200001,98.645
485,40.192306791,96.9
486,41.22287876000001,95.25
487,42.253450729,94.025
488,43.284022698,94.0375
489,44.314594667,93.0825
490,45.345166636,90.7175
491,46.37573860500001,87.9675
492,47.406310574,84.0225
493,48.43688254300001,80.0
494,49.467454512,75.265
495,50.498026481000004,72.7125
496,51.528598450000004,70.76
497,52.559170419000004,69.3775
498,53.589742388000005,69.1525
499,54.620314357000005,69.165
500,55.650886326000006,70.0775
501,56.681458295000006,71.1925
502,57.712030264,72.195
503,58.74260223300001,71.0
504,59.773174202,69.29
505,60.80374617100001,66.8475
506,61.83431814,64.4025
507,62.86489010900001,61.6
508,63.895462078,59.375
509,64.926034047,58.6925
510,65.95660601600001,58.235
511,66.987177985,58.65
512,68.017749954,60.9125
513,69.04832192300002,63.7075
514,70.07889389200001,66.975
515,71.109465861,69.8625
516,72.14003783,72.1075
517,73.17060979900002,73.9875
518,74.20118176800001,76.3375
519,75.231753737,78.2375
520,76.262325706,79.0775
521,77.292897675,79.1
522,78.32346964400001,78.265
523,79.354041613,77.25
524,80.384613582,75.535
525,81.41518555100001,74.1225
526,82.44575752000002,73.37
527,83.47632948900001,73.0525
528,84.506901458,73.055
529,85.53747342700001,74.3425
530,86.568045396,75.0
531,87.59861736500001,75.6925
532,88.629189334,76.63
533,89.65976130300001,76.22
534,90.690333272,75.805
535,91.720905241,75.5025
536,92.75147721000002,73.9825
537,93.78204917900001,72.595
538,94.812621148,70.8075
539,95.843193117,68.625
540,96.87376508600002,66.49
541,97.90433705500001,64.835
542,98.934909024,64.1025
543,99.965480993,63.7675
544,100.99605296200001,63.095
545,102.02662493100001,63.2325
546,103.05719690000001,62.8575
547,104.087768869,62.36
548,105.11834083800001,61.955
549,106.14891280700002,62.2925
550,107.17948477600001,63.0575
551,108.210056745,64.3675
552,109.24062871400001,64.69
553,110.271200683,64.1825
554,111.30177265200001,62.8125
555,112.332344621,60.489998
556,113.36291659000001,57.36
557,114.393488559,53.85
558,115.424060528,48.7975
559,116.45463249700002,45.1
560,117.48520446600001,40.6025
561,118.515776435,36.395
562,119.546348404,31.2625
563,120.57692037300002,26.447502
564,121.60749234200001,21.84
565,122.63806431100001,17.147503
566,123.66863628,13.77
567,124.69920824900001,11.012501
568,125.72978021800002,8.615002
569,126.76035218700001,6.772503
570,127.790924156,5.4524994
571,128.821496125,4.310005
572,129.852068094,3.8075027
573,130.88264006300003,2.8850021
574,131.91321203200002,2.192505
575,132.943784001,2.2200012
576,133.97435597,1.3574982
577,135.00492793900003,1.277504
578,136.035499908,1.1474991
579,137.066071877,1.1549988
580,138.09664384600003,1.0100021
581,139.127215815,0.7724991
582,140.15778778400002,0.5924988
583,141.188359753,0.5074997
584,142.218931722,0.375
585,143.24950369100003,0.7000046
586,144.28007566,0.46250153
587,145.31064762900002,0.32250214
588,146.34121959800004,0.32500458
589,147.371791567,0.42749786
590,148.40236353600002,0.24750519
591,149.432935505,0.37750244
592,150.463507474,0.005004883
593,151.49407944300003,0.12000275
594,152.524651412,0.13750458
595,153.55522338100002,0.20249939
596,154.58579535,0.060005188
597,155.616367319,0.2574997
598,156.64693928800003,0.010002136
599,157.677511257,0.10500336
600,158.708083226,0.26000214
601,159.738655195,0.30249786
602,160.769227164,0.01499939
603,161.79979913300002,0.3125
604,162.83037110200002,0.26000214
605,163.860943071,0.14749908
606,164.89151504000003,0.10749817
607,165.92208700900002,0.36499786
608,166.95265897800002,0.20750427
609,167.983230947,-0.087501526
610,169.013802916,-0.20500183
611,170.04437488500002,0.18250275
612,171.07494685400002,0.22000122
613,172.105518823,-0.01499939
614,173.136090792,-0.042495728
615,174.16666276100003,0.25500488
616,175.19723473000002,-0.08000183
617,176.227806699,0.037498474
618,177.258378668,-0.042495728
619,178.288950637,0.02999878
620,179.31952260600002,-0.102500916
621,180.350094575,0.20000458
622,181.380666544,0.027503967
623,182.41123851300003,0.19750214
624,183.441810482,-0.052497864
625,184.47238245100002,-0.16999817
626,185.50295442000004,0.1875
627,186.533526389,0.09249878
628,187.56409835800002,0.04499817
629,188.59467032700002,0.027503967
630,189.625242296,0.12000275
631,190.65581426500003,-0.1800003
632,191.686386234,-0.09749603
633,192.71695820300002,0.099998474
634,193.74753017200004,-0.24499512
635,194.778102141,-0.125
636,195.80867411000003,-0.07749939
637,196.839246079,-0.0625
638,197.869818048,-0.15750122
639,198.90039001700003,0.020004272
640,199.930961986,0.2574997
641,200.96153395500002,0.07500458
642,201.99210592400001,0.19750214
643,203.022677893,0.20999908
644,204.05324986200003,-0.22000122
645,205.083821831,0.09249878
646,206.11439380000002,-0.1875
647,207.144965769,-0.034996033
648,208.175537738,-0.21499634
649,209.20610970700002,0.13500214
650,210.23668167600002,0.1324997
651,211.267253645,0.28749847
652,212.29782561400003,0.35500336
653,213.32839758300003,0.035003662
654,214.35896955200002,-0.17749786
655,215.389541521,0.10749817
656,216.42011349,-0.16500092
657,217.45068545900003,0.11250305
658,218.48125742800002,0.020004272
659,219.511829397,-0.087501526
660,220.542401366,-0.010002136
661,221.57297333500003,0.18250275
662,222.60354530400002,-0.23999786
663,223.63411727300002,-0.12999725
664,224.664689242,-0.14749908
665,225.695261211,0.16000366
666,226.72583318000002,0.16999817
667,227.75640514900002,-0.102500916
668,228.786977118,0.022499084
669,229.81754908700003,0.2574997
670,230.848121056,0.007499695
671,231.87869302500002,0.09249878
672,232.90926499400004,-0.07499695
673,233.939836963,0.18500519
674,234.97040893200003,-0.02999878
675,236.00098090100002,0.11000061
676,237.03155287,-0.22000122
677,238.06212483900003,0.22750092
678,239.092696808,-0.049995422
679,240.12326877700002,0.21749878
680,241.15384074600004,-0.0049972534
681,242.184412715,0.102500916
682,243.21498468400003,-0.027496338
683,244.245556653,0.040000916
684,245.27612862200002,0.020004272
685,246.30670059100004,0.10749817
686,247.33727256,-0.069999695
687,248.36784452900002,-0.025001526
688,249.39841649800002,-0.037498474
689,250.428988467,-0.09249878
690,251.45956043600003,-0.022499084
691,252.490132405,-0.049995422
692,253.52070437400002,-0.069999695
693,254.55127634300004,-0.017501831
694,255.581848312,0.025001526
695,256.612420281,-0.17749786
696,257.64299225,-0.14250183
697,258.673564219,0.19000244
698,259.704136188,0.15250397
699,260.734708157,-0.084999084
700,261.76528012600005,-0.027496338
701,262.79585209500004,0.08250427
702,263.82642406400004,0.027503967
703,264.85699603300003,-0.15750122
704,265.887568002,-0.025001526
705,266.918139971,0.24500275
706,267.94871194,-0.025001526
707,268.97928390900006,0.19750214
708,270.00985587800005,-0.20249939
709,271.040427847,-0.010002136
710,272.070999816,0.15499878
711,273.10157178500003,0.027503967
712,274.132143754,0.025001526
713,275.162715723,0.0625
714,276.19328769200007,-0.084999084
715,277.223859661,-0.14749908
716,278.25443163,0.020004272
717,279.28500359900005,-0.012496948
718,280.31557556800004,-0.08000183
719,281.34614753700004,0.23000336
720,282.376719506,0.09750366
721,283.407291475,0.20750427
722,284.437863444,0.027503967
723,285.468435413,0.040000916
724,286.49900738200006,-0.02999878
725,287.529579351,-0.06499481
726,288.56015132,-0.28250122
727,289.59072328900004,-0.04499817
728,290.62129525800003,-0.09249878
729,291.651867227,0.14250183
730,292.6824391960001,0.15750122
731,293.713011165,0.1324997
732,294.743583134,0.17500305
733,295.774155103,0.022499084
734,296.80472707200005,0.027503967
735,297.83529904100004,-0.099998474
736,298.86587101,0.08250427
737,299.896442979,-0.15249634
738,300.927014948,-0.2574997
739,301.957586917,-0.14250183
740,302.98815888600006,0.29000092
741,304.01873085500006,0.23500061
742,305.049302824,-0.072502136
743,306.079874793,0.29000092
744,307.11044676200004,-0.0049972534
745,308.14101873100003,0.30000305
746,309.1715907,-0.16749573
747,310.202162669,0.072502136
748,311.232734638,-0.09500122
749,312.263306607,0.13750458
750,313.29387857600005,-0.12249756
751,314.32445054500005,0.025001526
752,315.355022514,-0.21250153
753,316.38559448300003,0.037498474
754,317.416166452,-0.03250122
755,318.446738421,-0.040000916
756,319.47731039,-0.06499481
757,320.50788235900006,-0.012496948
758,321.538454328,-0.084999084
759,322.569026297,-0.20749664
760,323.59959826600004,0.114997864
761,324.63017023500004,0.25250244
762,325.66074220400003,0.04499817
763,326.691314173,0.07500458
764,327.721886142,-0.017501831
765,328.752458111,-0.117500305
766,329.78303008000006,0.069999695
767,330.81360204900005,0.052497864
768,331.84417401800005,0.20500183
769,332.874745987,0.15250397
770,333.90531795600003,-0.017501831
771,334.935889925,0.084999084
772,335.966461894,-0.049995422
773,336.99703386300007,0.012504578
774,338.027605832,0.10749817
775,339.058177801,-0.025001526
776,340.08874977000005,-0.125
777,341.11932173900004,-0.19999695
778,342.14989370800004,0.14749908
779,343.180465677,-0.03250122
780,344.211037646,0.1949997
781,345.241609615,0.042503357
782,346.272181584,-0.042495728
783,347.30275355300006,0.12750244
784,348.33332552200005,0.1324997
785,349.363897491,-0.07749939
786,350.39446946000004,-0.30999756
787,351.42504142900003,0.020004272
788,352.455613398,-0.04750061
789,353.4861853670001,0.010002136
790,354.516757336,-0.1324997
791,355.547329305,0.069999695
792,356.577901274,-0.23500061
793,357.60847324300005,0.18500519
794,358.63904521200004,-0.1949997
795,359.66961718100004,0.114997864
796,360.70018915,-0.22999573
797,361.730761119,0.04499817
798,362.761333088,-0.04750061
799,363.79190505700006,0.10749817
800,364.82247702600006,-0.14499664
801,365.853048995,0.15499878
802,366.883620964,-0.12749481
803,367.91419293300004,-0.114997864
804,368.94476490200003,-0.040000916
805,369.975336871,0.042503357
806,371.0059088400001,-0.06499481
807,372.036480809,0.13750458
808,373.067052778,-0.027496338
809,374.09762474700005,0.0625
810,375.12819671600005,0.16750336
811,376.15876868500004,-0.040000916
812,377.18934065400003,-0.14250183
813,378.219912623,0.025001526
814,379.250484592,-0.21749878
815,380.281056561,-0.16500092
816,381.31162853000006,-0.19750214
817,382.342200499,0.12250519
818,383.372772468,0.15750122
819,384.40334443700004,-0.13500214
820,385.43391640600004,-0.1875
821,386.46448837500003,0.114997864
822,387.4950603440001,-0.06499481
823,388.525632313,-0.13999939
824,389.556204282,-0.025001526
825,390.586776251,-0.114997864
826,391.61734822000005,-0.055000305
827,392.64792018900005,0.12750244
828,393.678492158,-0.19249725
829,394.70906412700003,-0.025001526
830,395.739636096,0.20750427
831,396.770208065,-0.04499817
832,397.80078003400007,-0.25499725
833,398.83135200300006,-0.0049972534
834,399.861923972,
835,400.89249594100005,
836,401.92306791000004,
837,402.95363987900004,
838,403.98421184800003,
839,405.014783817,
840,406.045355786,
841,407.075927755,
842,408.10649972400006,
843,409.13707169300005,
844,410.167643662,
845,411.19821563100004,
846,412.22878760000003,
847,413.259359569,
848,414.289931538,
849,415.32050350700007,
850,416.351075476,
851,417.381647445,
852,418.41221941400005,
853,419.44279138300004,
854,420.47336335200004,
855,421.50393532100003,
856,422.53450729,
857,423.565079259,
858,424.59565122800007,
859,425.62622319700006,
860,426.65679516600005,
861,427.687367135,
862,428.71793910400004,
863,429.74851107300003,
864,430.779083042,
865,431.8096550110001,
866,432.84022698,
867,433.870798949,
868,434.90137091800005,
869,435.93194288700005,
870,436.96251485600004,
871,437.993086825,
872,439.023658794,
873,440.054230763,
874,441.084802732,
875,442.11537470100006,
876,443.14594667000006,
877,444.176518639,
878,445.20709060800004,
879,446.23766257700004,
880,447.26823454600003,
881,448.2988065150001,
882,449.329378484,
883,450.359950453,
884,451.390522422,
885,452.42109439100005,
886,453.45166636000005,
887,454.48223832900004,
888,455.51281029800003,
889,456.543382267,
890,457.573954236,
891,458.60452620500007,
892,459.63509817400006,
